12/18/22
21:21:09,Starting Temperature Monitoring
21:21:56,19.3,21.5,20.9,17.3,,,,,
21:21:57,19.2,21.5,20.9,17.2,2.1,,,,
21:21:57,19.1,21.6,20.9,17.2,,,,,
21:21:58,19.2,21.4,20.9,17.3,5.0,,,,
21:21:58,19.1,21.5,21.0,17.1,,,,,
21:21:59,19.2,21.5,20.9,17.2,5.4,,,,
21:21:59,19.1,21.4,20.9,17.1,,,,,
21:22:00,19.1,21.5,20.9,17.0,4.9,,,,
21:22:00,19.1,21.5,20.9,16.8,,,,,
21:22:01,19.2,21.5,20.9,17.0,,,,,
21:22:01,19.1,21.5,20.9,16.8,,,,,
21:22:02,19.2,21.5,20.9,16.8,,,,,
21:22:02,19.1,21.5,20.9,16.7,4.0,,,,
21:22:03,19.2,21.6,20.9,16.6,,,,,
21:22:03,19.2,21.5,20.9,16.4,4.4,,,,
21:22:04,19.1,21.5,21.0,16.3,,,,,
21:22:04,19.2,21.5,20.9,16.0,4.7,,,,
