12/18/22
20:02:47,Starting Temperature Monitoring
20:02:47,18.80,18.80,24.16,24.16,18.88,18.88,
20:02:47,18.80,18.80,19.08,21.62,18.88,18.88,
20:02:48,18.80,18.80,20.22,21.15,18.88,18.88,
20:02:48,18.80,18.80,19.08,20.63,18.88,18.88,
20:02:49,18.80,18.80,18.38,20.18,18.88,18.88,
20:02:49,18.80,18.80,19.52,20.07,18.88,18.88,
20:02:50,18.80,18.80,17.86,19.76,18.88,18.88,
20:02:50,18.80,18.80,18.90,19.65,18.88,18.88,
20:02:51,18.80,18.80,19.25,19.61,18.88,18.88,
20:02:51,18.80,18.80,17.34,19.38,18.88,18.88,
20:02:52,18.80,18.80,19.43,19.38,18.88,18.88,
20:02:52,18.80,18.80,18.82,19.34,18.88,18.88,
20:02:53,18.80,18.80,17.60,19.20,18.88,18.88,
20:02:53,18.80,18.80,19.34,19.21,18.88,18.88,
20:02:54,18.80,18.80,18.12,19.14,18.88,18.88,
20:02:54,18.80,18.80,18.64,19.11,18.88,18.88,
20:02:55,18.80,18.80,19.25,19.12,18.88,18.88,
20:02:55,18.80,18.80,17.34,19.02,18.88,18.88,
20:02:56,18.80,18.80,19.34,19.04,18.88,18.88,
20:02:56,18.80,18.80,19.08,19.04,18.88,18.88,
20:02:57,18.80,18.80,17.34,18.96,18.97,18.89,
20:02:57,18.80,18.80,19.43,18.98,18.88,18.89,
20:02:58,18.80,18.80,18.55,18.96,18.88,18.89,
20:02:58,18.80,18.80,18.21,18.93,18.88,18.89,
20:02:59,18.80,18.80,19.34,18.94,18.88,18.89,
20:02:59,18.80,18.80,17.60,18.89,18.88,18.89,
20:03:00,18.80,18.80,18.99,18.90,18.88,18.89,
20:03:00,18.80,18.80,19.17,18.91,18.88,18.89,
20:03:01,18.80,18.80,17.25,18.85,18.97,18.89,
20:03:01,18.80,18.80,19.43,18.87,18.88,18.89,
20:03:02,18.80,18.80,18.73,18.86,18.88,18.89,
20:03:02,18.80,18.80,17.68,18.83,18.88,18.89,
20:03:03,18.80,18.80,19.34,18.84,18.88,18.89,
20:03:03,18.80,18.80,18.03,18.82,18.88,18.89,
20:03:04,18.80,18.80,18.55,18.81,18.88,18.89,
20:03:04,18.80,18.80,19.17,18.82,18.88,18.89,
20:03:05,18.80,18.80,17.34,18.78,18.88,18.89,
20:03:05,18.80,18.80,19.34,18.80,18.88,18.89,
20:03:06,18.80,18.80,19.08,18.80,18.88,18.89,
20:03:06,18.80,18.80,17.34,18.77,18.88,18.89,
20:03:07,18.80,18.80,19.43,18.78,18.88,18.89,
20:03:07,18.80,18.80,18.47,18.77,18.88,18.89,
20:03:08,18.80,18.80,18.21,18.76,18.88,18.89,
20:03:08,18.80,18.80,19.25,18.77,18.88,18.89,
20:03:09,18.80,18.80,17.60,18.75,18.88,18.89,
20:03:09,18.80,18.80,19.08,18.75,18.88,18.89,
20:03:10,18.80,18.80,19.17,18.76,18.88,18.89,
20:03:10,18.80,18.80,17.25,18.73,18.88,18.89,
20:03:11,18.80,18.80,19.43,18.75,18.88,18.89,
20:03:11,18.80,18.80,18.73,18.75,18.88,18.89,
20:03:12,18.80,18.80,17.77,18.73,18.88,18.89,
20:03:13,18.80,18.80,19.34,18.74,18.88,18.89,
20:03:13,18.80,18.80,17.94,18.72,18.88,18.89,
20:03:14,18.80,18.80,18.73,18.72,18.88,18.89,
20:03:14,18.80,18.80,19.17,18.73,18.88,18.89,
20:03:15,18.80,18.80,17.25,18.70,18.88,18.89,
20:03:15,18.80,18.80,19.34,18.72,18.88,18.89,
20:03:16,18.80,18.80,18.90,18.72,18.88,18.89,
20:03:16,18.80,18.80,17.42,18.70,18.97,18.89,
20:03:17,18.80,18.80,19.34,18.71,18.88,18.89,
20:03:17,18.80,18.80,18.21,18.70,18.88,18.89,
20:03:18,18.80,18.80,18.47,18.70,18.97,18.89,
20:03:18,18.80,18.80,19.25,18.70,18.88,18.89,
20:03:19,18.80,18.80,17.34,18.68,18.88,18.89,
20:03:19,18.80,18.80,19.25,18.69,18.88,18.89,
20:03:20,18.80,18.80,19.08,18.70,18.88,18.89,
20:03:20,18.80,18.80,17.34,18.68,18.97,18.89,
20:03:21,18.80,18.80,19.43,18.69,18.88,18.89,
20:03:21,18.80,18.80,18.38,18.68,18.88,18.89,
20:03:22,18.80,18.80,18.38,18.68,18.88,18.89,
20:03:22,18.88,18.80,19.34,18.69,18.88,18.89,
20:03:23,18.80,18.80,17.42,18.67,18.97,18.89,
20:03:23,18.80,18.80,19.34,18.68,18.97,18.89,
20:03:24,18.80,18.80,19.17,18.69,18.88,18.89,
20:03:24,18.80,18.80,16.82,18.66,18.97,18.89,
20:03:25,18.80,18.80,19.78,18.68,18.88,18.89,
20:03:25,18.80,18.80,18.47,18.67,18.88,18.89,
20:03:26,18.88,18.80,18.12,18.67,18.88,18.89,
20:03:26,18.80,18.80,19.60,18.68,18.88,18.89,
20:03:27,18.80,18.80,17.16,18.66,18.88,18.89,
20:03:27,18.80,18.80,19.52,18.67,18.97,18.89,
20:03:28,18.88,18.80,19.34,18.68,18.88,18.89,
20:03:28,18.80,18.80,16.82,18.66,18.97,18.90,
20:03:29,18.80,18.80,19.87,18.67,18.88,18.89,
20:03:29,18.80,18.80,18.55,18.67,18.88,18.89,
20:03:30,18.80,18.80,17.86,18.66,18.88,18.89,
20:03:30,18.80,18.80,19.60,18.67,18.88,18.89,
20:03:31,18.80,18.80,17.25,18.65,18.97,18.90,
20:03:31,18.80,18.80,19.34,18.66,18.97,18.90,
20:03:32,18.80,18.80,19.34,18.67,18.88,18.90,
20:03:32,18.80,18.80,16.73,18.65,18.88,18.90,
20:03:33,18.80,18.80,19.78,18.66,18.88,18.90,
20:03:33,18.80,18.80,18.64,18.66,18.88,18.90,
20:03:34,18.80,18.80,17.68,18.65,18.97,18.90,
20:03:34,18.80,18.80,19.60,18.66,18.88,18.90,
