12/18/22
12/18/22
19:35:39,Starting Temperature Monitoring
19:35:39,21.13,28.52,21.30,
19:35:40,21.17,28.43,21.30,
19:35:40,21.18,27.98,21.30,
19:35:41,21.17,27.09,21.30,
19:35:41,21.18,27.06,21.30,
19:35:42,21.17,26.96,21.30,
19:35:42,21.16,26.55,21.30,
19:35:43,21.16,26.57,21.30,
19:35:43,21.15,26.55,21.30,
19:35:44,21.15,26.29,21.30,
19:35:44,21.15,26.33,21.30,
19:35:45,21.15,26.33,21.30,
19:35:45,21.15,26.15,21.30,
19:35:46,21.14,26.20,21.30,
19:35:46,21.14,26.21,21.30,
19:35:47,21.14,26.07,21.30,
19:35:48,21.14,26.11,21.30,
19:35:48,21.14,26.12,21.30,
19:35:49,21.14,26.00,21.30,
19:35:49,21.14,26.05,21.30,
19:35:50,21.14,26.05,21.30,
19:35:50,21.14,25.96,21.30,
19:35:51,21.14,26.00,21.30,
19:35:51,21.14,26.00,21.30,
19:35:52,21.14,25.92,21.30,
19:35:52,21.14,25.95,21.30,
19:35:53,21.13,25.95,21.30,
19:35:53,21.13,25.88,21.30,
19:35:54,21.13,25.92,21.30,
19:35:54,21.13,25.91,21.30,
