time,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
16.6,613,16.1,612,8.8,784,16.1,613,16.3,614,16.3,611,6.0,782,6.8,713,16.2,610,16.3,610,16.2,611,16.3,612,16.4,613,16.4,610,22.7,627,16.4,613,
16.2,613,16.1,612,8.8,764,16.0,614,16.2,615,16.1,612,9.1,744,7.3,715,15.9,611,16.3,611,16.3,611,16.2,613,16.2,614,16.3,611,19.2,623,16.3,614,
16.2,613,16.1,613,8.8,764,16.1,613,16.2,616,16.0,613,10.6,731,7.5,715,16.0,611,16.4,611,16.2,611,16.4,612,16.3,613,16.4,611,21.1,603,16.2,613,
16.1,612,16.2,613,8.8,764,16.1,614,16.2,615,16.2,612,8.5,754,5.3,737,15.9,611,16.2,610,16.3,611,16.2,612,16.3,614,16.3,612,20.7,658,16.2,614,
16.1,613,16.1,613,8.8,762,16.0,615,16.2,616,16.1,612,9.7,737,6.8,721,15.9,611,16.2,611,16.3,611,16.3,613,16.3,613,16.3,611,17.6,647,16.3,614,
16.1,613,16.1,613,8.7,761,16.0,614,16.2,614,16.1,612,10.8,728,7.3,718,15.9,611,16.2,611,16.2,611,16.4,612,16.2,614,16.3,611,20.0,621,16.3,614,
16.1,613,16.1,613,8.9,763,16.0,614,16.2,614,16.1,613,8.7,752,5.3,738,16.0,611,16.2,611,16.2,612,16.3,613,16.2,614,16.3,611,19.9,670,16.2,614,
16.1,613,16.1,613,8.8,764,16.0,614,16.2,616,16.1,613,9.9,735,6.9,720,16.0,610,16.4,611,16.3,611,16.3,613,16.3,613,16.4,611,17.0,656,16.2,614,
16.1,613,16.1,613,8.8,762,16.1,614,16.2,615,16.1,612,11.1,726,7.3,717,15.9,611,16.3,611,16.3,612,16.3,613,16.4,614,16.4,610,19.6,628,16.3,615,
16.2,613,16.1,613,8.7,764,16.0,614,16.2,615,16.2,613,8.9,749,5.3,738,15.9,611,16.2,610,16.3,612,16.3,613,16.4,614,16.3,611,19.5,677,16.3,614,
16.1,612,16.2,614,8.8,762,16.0,614,16.2,616,16.1,613,10.0,731,6.8,722,16.0,611,16.2,611,16.3,612,16.3,613,16.2,614,16.4,611,16.5,652,16.3,614,
