time,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.4,16.5,2.5,16.5,16.3,16.6,12.4,nan,16.8,16.7,16.6,16.5,16.3,16.6,12.0,16.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26.8,16.5,2.7,16.4,16.3,16.5,12.5,nan,16.7,16.7,16.6,16.5,16.3,16.6,12.2,16.3
