time,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
1,18.1,17.9,9.6,18.0,18.2,18.1,6.8,18.0,17.9,18.2,18.1,18.1,25.9,18.4,17.0,18.0
2,18.6,17.8,9.6,17.9,18.1,18.0,9.9,69.5,17.8,18.1,18.0,18.0,25.9,18.3,17.6,18.0
3,25.7,17.8,9.6,17.9,18.1,18.0,12.6,206.2,17.8,18.0,18.0,18.0,22.4,18.2,17.0,18.0
4,26.5,17.8,9.6,17.9,18.0,17.9,9.3,152.4,17.8,18.0,17.9,18.0,20.7,18.2,18.1,18.6
5,22.6,18.0,9.7,18.0,18.8,17.9,7.7,91.6,17.8,18.0,17.9,17.9,19.8,18.3,17.0,18.3
6,20.7,17.9,9.6,17.9,26.3,17.9,7.6,291.6,17.8,17.9,17.9,17.9,19.2,18.2,17.7,18.1
7,19.6,17.8,9.5,17.9,27.9,17.9,7.5,97.5,17.7,17.9,17.9,17.8,18.8,18.2,17.5,17.9
8,18.8,17.8,9.5,17.8,24.6,17.8,7.1,28.0,17.7,17.8,17.8,17.8,18.6,18.1,16.9,17.8
9,18.5,17.7,9.4,17.8,21.5,17.8,7.0,26.1,17.7,17.9,17.9,17.8,18.4,18.1,17.0,17.7
10,18.3,17.7,9.5,17.8,19.9,17.8,7.2,19.1,17.7,17.5,18.0,17.8,18.4,18.1,17.5,17.8
11,18.1,17.7,9.5,17.8,19.0,17.8,7.0,18.5,17.7,16.5,17.9,17.8,18.2,18.1,17.8,17.7
12,18.0,17.7,9.5,17.8,18.5,17.8,7.0,18.1,17.7,15.9,17.9,17.8,18.1,18.0,18.2,17.8
13,17.9,17.7,9.4,17.8,18.2,17.8,6.9,18.0,17.7,15.4,18.0,17.8,17.9,17.9,18.9,17.8
14,17.9,17.7,9.4,17.8,18.1,17.9,7.1,17.9,17.7,15.1,18.0,17.8,17.9,17.8,19.5,17.8
15,17.8,17.7,9.4,17.8,18.0,17.9,7.4,17.8,17.6,15.0,18.0,17.8,17.9,17.8,19.0,17.8
16,17.7,17.6,9.4,17.7,17.9,17.8,8.0,17.7,17.6,15.0,17.9,17.7,17.8,17.7,20.4,17.7
17,17.7,17.6,9.4,17.6,17.8,17.8,7.2,17.6,17.5,14.9,17.9,17.7,17.8,17.7,18.1,17.7
18,17.6,17.5,9.3,17.6,17.7,17.7,7.1,17.6,17.5,14.8,17.9,17.7,17.7,17.6,15.9,17.6
19,17.6,17.5,9.3,17.5,17.7,17.7,6.1,17.6,17.5,14.9,17.8,17.6,17.6,17.6,17.1,17.6
20,17.6,17.5,9.3,17.6,17.7,17.7,6.4,17.6,17.5,15.1,17.8,17.6,17.6,17.6,15.6,17.6
21,17.6,17.5,9.2,17.5,17.7,17.7,6.3,17.5,17.5,15.1,17.8,17.6,17.6,17.6,15.5,17.6
22,17.5,17.4,9.2,17.5,17.7,17.7,6.3,17.5,17.4,15.0,17.7,17.6,17.6,17.5,15.4,17.5
