12/18/22
21:51:08,Starting Temperature Monitoring
21:51:08,19.9,570,21.0,557,22.9,535,24.1,522,21.0,557,21.0,557,23.8,527,28.7,466,
21:51:09,20.0,569,21.1,556,23.9,524,25.8,502,21.1,556,21.0,557,23.8,524,27.5,481,
21:51:09,20.0,570,21.1,556,24.6,516,27.1,488,21.1,556,21.0,557,24.0,523,26.9,490,
21:51:10,20.0,569,21.1,556,24.8,514,27.6,482,21.1,556,21.0,557,24.3,518,27.2,487,
21:51:10,20.0,569,21.1,555,24.8,513,27.7,480,21.1,556,21.0,557,24.4,517,27.3,485,
21:51:11,20.0,569,21.1,556,24.9,512,27.9,478,21.1,556,21.0,556,24.3,519,26.9,490,
21:51:11,20.0,569,21.1,556,25.0,511,28.1,476,21.1,556,21.1,557,24.6,516,27.2,487,
21:51:12,20.0,569,21.1,556,24.9,512,28.1,477,21.1,556,21.1,556,24.6,515,27.4,484,
21:51:12,20.0,569,21.2,556,24.9,512,28.1,477,21.1,556,21.0,556,24.4,517,27.1,487,
21:51:13,20.0,569,21.1,556,25.0,511,28.3,474,21.1,556,21.0,557,24.6,516,27.2,487,
21:51:13,20.0,569,21.2,556,25.0,511,28.2,475,21.1,556,21.1,556,24.7,515,27.4,484,
21:51:14,20.0,569,21.1,556,25.0,512,28.1,476,21.1,556,21.1,556,24.5,516,27.3,485,
21:51:14,20.0,569,21.1,556,25.0,511,28.3,474,21.1,556,21.1,556,24.6,516,27.1,488,
21:51:15,20.0,569,21.1,556,25.0,511,28.3,474,21.1,556,21.1,556,24.7,514,27.4,484,
21:51:15,20.0,569,21.2,555,25.0,512,28.2,475,21.1,556,21.1,556,24.6,515,27.4,485,
21:51:16,20.0,569,21.2,555,25.0,511,28.3,474,21.1,556,21.1,556,24.5,516,27.0,488,
21:51:17,20.0,569,21.1,555,25.0,510,28.3,473,21.1,556,21.0,556,24.8,514,27.4,484,
21:51:17,20.0,569,21.1,555,25.0,511,28.3,474,21.1,556,21.1,556,24.7,514,27.5,482,
21:51:18,20.0,569,21.1,556,25.0,511,28.3,474,21.1,556,21.0,556,24.5,517,27.1,488,
21:51:18,20.0,569,21.1,556,25.1,510,28.4,472,21.1,556,21.0,556,24.7,515,27.2,487,
21:51:19,20.0,569,21.2,556,25.0,511,28.3,473,21.1,556,21.1,556,24.8,513,27.5,482,
21:51:19,20.0,569,21.1,556,25.0,511,28.3,475,21.1,556,21.1,556,24.5,516,27.2,486,
21:51:20,20.0,569,21.2,555,25.1,510,28.4,472,21.1,556,21.0,556,24.7,515,27.2,487,
21:51:20,20.1,569,21.1,556,25.0,510,28.4,472,21.1,556,21.1,556,24.8,513,27.5,483,
21:51:21,20.0,569,21.2,556,25.0,512,28.3,475,21.1,556,21.1,556,24.6,515,27.3,485,
21:51:21,20.0,569,21.1,556,25.1,510,28.4,473,21.1,556,21.1,557,24.6,516,27.2,487,
21:51:22,20.0,569,21.2,555,25.0,510,28.4,472,21.1,556,21.1,556,24.8,513,27.4,484,
