12/18/22
21:31:48,Starting Temperature Monitoring
21:31:48,19.4,574,21.2,555,20.9,559,,,,,,
21:31:49,19.7,572,21.3,555,20.9,558,,,,,,
21:31:49,19.6,573,21.2,555,20.9,558,,,,,,
21:31:50,19.7,572,21.3,554,21.0,559,,,,,,
21:31:50,19.7,574,21.2,555,20.9,559,,,,,,
21:31:51,19.7,573,21.3,554,20.9,558,,,,,,
21:31:51,19.7,574,21.2,554,21.0,558,,,,,,
21:31:52,19.6,572,21.2,554,21.0,558,,,,,,
21:31:52,19.7,573,21.2,555,20.9,559,,,,,,
21:31:53,19.6,573,21.2,555,20.9,558,,,,,,
21:31:53,19.7,573,21.3,554,20.9,559,,,,,,
21:31:54,19.6,573,21.1,554,20.9,559,,,,,,
21:31:54,19.7,572,21.3,554,20.9,559,,,,,,
21:31:55,19.6,573,21.3,555,20.8,559,,,,,,
21:31:55,19.7,571,21.3,554,21.0,558,,,,,,
21:31:56,19.7,574,21.3,554,20.9,559,,,,,,
21:31:56,19.7,573,21.3,554,21.0,558,,,,,,
21:31:57,19.7,573,21.2,555,20.8,559,,,,,,
21:31:57,19.7,572,21.2,554,20.9,558,,,,,,
21:31:58,19.7,573,21.2,554,20.9,559,,,,,,
21:31:58,19.5,573,21.2,555,20.9,559,,,,,,
21:31:59,19.7,572,21.3,554,21.0,558,,,,,,
21:31:59,19.6,573,21.2,555,20.9,559,,,,,,
21:32:00,19.6,572,21.2,554,20.9,558,,,,,,
21:32:00,19.6,574,21.2,554,20.9,559,,,,,,
21:32:01,19.7,572,21.2,555,21.0,559,,,,,,
21:32:01,19.6,572,21.2,555,20.9,559,,,,,,
