time1,15.5,10.1,nan,15.8,14.4,14.5,29.1,28.4,15.6,15.6,16.0,15.2,14.9,14.5,33.8,14.3
2,16.0,10.3,nan,16.0,14.4,14.5,33.3,52.1,15.6,15.6,16.0,15.2,14.9,14.5,34.1,14.3
