12/18/22
19:38:26,Starting Temperature Monitoring
19:38:26,21.13,30.63,21.30,
19:38:27,21.13,29.08,21.30,
19:38:27,21.13,27.68,21.30,
19:38:28,21.13,27.51,21.30,
19:38:28,21.13,27.28,21.30,
19:38:29,21.13,26.79,21.30,
19:38:29,21.13,26.78,21.30,
19:38:30,21.13,26.73,21.30,
19:38:30,21.13,26.45,21.30,
19:38:31,21.13,26.48,21.30,
19:38:31,21.13,26.47,21.30,
19:38:32,21.13,26.28,21.30,
19:38:32,21.13,26.31,21.30,
19:38:33,21.13,26.31,21.30,
19:38:33,21.13,26.17,21.30,
19:38:34,21.13,26.19,21.30,
19:38:34,21.13,26.20,21.30,
19:38:35,21.13,26.09,21.30,
19:38:35,21.13,26.11,21.30,
19:38:36,21.13,26.12,21.30,
19:38:36,21.13,26.03,21.30,
19:38:37,21.13,26.04,21.30,
19:38:37,21.13,26.06,21.30,
19:38:38,21.13,25.99,21.30,
19:38:38,21.13,25.99,21.30,
19:38:39,21.13,26.00,21.30,
19:38:39,21.13,25.95,21.30,
19:38:40,21.13,25.95,21.30,
19:38:40,21.13,25.96,21.30,
19:38:41,21.13,25.92,21.30,
19:38:42,21.13,25.92,21.30,
19:38:42,21.13,25.95,21.30,
19:38:43,21.13,25.92,21.30,
19:38:43,21.13,25.90,21.30,
19:38:44,21.13,25.93,21.30,
19:38:44,21.13,25.91,21.30,
19:38:45,21.13,25.88,21.30,
19:38:45,21.13,25.91,21.30,
19:38:46,21.13,25.89,21.30,
19:38:46,21.13,25.86,21.30,
19:38:47,21.13,25.89,21.30,
19:38:47,21.13,25.88,21.30,
19:38:48,21.13,25.84,21.30,
19:38:48,21.13,25.86,21.30,
19:38:49,21.13,25.86,21.30,
19:38:49,21.13,25.82,21.30,
19:38:50,21.13,25.84,21.30,
19:38:50,21.13,25.85,21.30,
19:38:51,21.13,25.81,21.30,
19:38:51,21.13,25.83,21.30,
19:38:52,21.13,25.84,21.30,
19:38:52,21.13,25.79,21.30,
19:38:53,21.13,25.82,21.30,
19:38:53,21.13,25.83,21.30,
19:38:54,21.13,25.79,21.30,
19:38:54,21.13,25.81,21.30,
19:38:55,21.13,25.82,21.30,
19:38:55,21.13,25.78,21.30,
19:38:56,21.13,25.80,21.30,
19:38:56,21.13,25.81,21.30,
19:38:57,21.13,25.77,21.30,
19:38:57,21.13,25.79,21.30,
19:38:58,21.13,25.80,21.30,
19:38:58,21.13,25.76,21.30,
19:38:59,21.13,25.79,21.30,
19:38:59,21.13,25.80,21.30,
19:39:00,21.13,25.76,21.30,
19:39:00,21.13,25.79,21.30,
19:39:01,21.13,25.80,21.30,
19:39:01,21.13,25.76,21.30,
19:39:02,21.13,25.78,21.30,
19:39:02,21.13,25.79,21.30,
19:39:03,21.13,25.76,21.30,
19:39:03,21.13,25.78,21.30,
19:39:04,21.13,25.78,21.30,
19:39:04,21.13,25.75,21.30,
19:39:05,21.13,25.77,21.30,
19:39:05,21.13,25.77,21.30,
19:39:06,21.13,25.75,21.30,
19:39:06,21.13,25.76,21.30,
19:39:07,21.13,25.76,21.30,
19:39:07,21.13,25.74,21.30,
19:39:08,21.13,25.76,21.30,
19:39:08,21.13,25.76,21.30,
19:39:09,21.13,25.74,21.30,
